cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
CFPAC1,CFPAC1_PANCREAS,,906821,Male,ATCC,3,-3.748205661,Mixed adherent and suspension,DMEM + 10% FBS,67.1,CVCL_1119,572,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",26,SIDM00130,,pancreas,exocrine,exocrine_adenocarcinoma,,CFPAC-1,ACH-000138,CFPAC1
CHAGOK1,CHAGOK1_LUNG,,687596,Male,ECACC,2,-4.974108303,Adherent,RPMI + 10% FBS,94.4,CVCL_1121,1605,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",45,SIDM00924,,lung,NSCLC,,,CHAGO-K-1,ACH-000867,CHAGOK1
CHP126,CHP126_AUTONOMIC_GANGLIA,,910567,Female,DSMZ,,,,,,CVCL_1123,38,autonomic_ganglia,Primary,Neuroblastoma,,1,SIDM00286,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,CHP-126,ACH-000136,CHP126
CHP212,CHP212_AUTONOMIC_GANGLIA,,906820,Male,ATCC,4,-3.016871136,Adherent,EMEM:F12 (1:1) + 10% FBS,45.2,CVCL_1125,13,central_nervous_system,,Neuroblastoma,,,SIDM00910,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,CHP-212,ACH-000120,CHP212
CI1,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_1861,,ascites,,Lymphoma,"B-cell, Non-Hodgkins",38,,,lymphocyte,non_hodgkin_lymphoma,b_cell,,CI-1,ACH-000687,CI1
CJM,CJM_SKIN,,,Unknown,RIKEN,2,-3.756952918,,F12 + 10% FBS,89.3,CVCL_U797,,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,,CJM,ACH-000458,CJM
CL11,CL11_LARGE_INTESTINE,,1290769,Male,DSMZ,1,-1.369983182,Adherent,DMEM:F12 (1:1) + 20% FBS,75.2,CVCL_1978,1153,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00944,,colorectal,colorectal_adenocarcinoma,,,CL-11,ACH-000249,CL11
CL34,CL34_LARGE_INTESTINE,,1290771,Female,DSMZ,,,,,,CVCL_1980,1005,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00945,,colorectal,colorectal_adenocarcinoma,,MSI,CL-34,ACH-000895,CL34
CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910566,Male,DSMZ,,,,,,CVCL_0216,734,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.8,SIDM00959,,blood,AML,M7,,CMK,ACH-000641,CMK
CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951,Female,DSMZ,0,-1.581989945,,RPMI + 10% FBS,52.2,CVCL_1126,160,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",36,SIDM00958,,blood,CML,blast_crisis,,CML-T1,ACH-000920,CMLT1
COLO201,COLO201_LARGE_INTESTINE,,,Male,ATCC,2,-3.615117219,Suspension,RPMI + 10% FBS,83.4,CVCL_1987,,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,70,SIDM00823,,colorectal,colorectal_adenocarcinoma,,,COLO 201,ACH-000253,COLO201
COLO320,COLO320_LARGE_INTESTINE,,,Female,DSMZ,3,-1.641431055,Suspension,RPMI + 10% FBS,62.4,CVCL_1989,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55,SIDM00071,,colorectal,colorectal_adenocarcinoma,,,COLO-320,ACH-000202,COLO320
COLO668,COLO668_LUNG,,910692,Female,ECACC,,,,,,CVCL_1128,1072,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),47,SIDM00143,,lung,SCLC,,,COLO 668,ACH-000803,COLO668
COLO678,COLO678_LARGE_INTESTINE,,910689,Male,DSMZ,3,-2.078276004,Adherent,RPMI + 10% FBS,89.3,CVCL_1129,2148,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69,SIDM00957,,colorectal,colorectal_adenocarcinoma,,,COLO-678,ACH-000350,COLO678
COLO680N,COLO680N_OESOPHAGUS,,906817,Female,DSMZ,,,,,,CVCL_1131,1469,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,57,SIDM00956,,esophagus,esophagus_squamous,,,COLO-680N,ACH-000717,COLO680N
COLO684,COLO684_ENDOMETRIUM,,910691,Female,ECACC,0,-0.544962998,Suspension,RPMI + 10% FBS + 2mM Glutamine,83.4,CVCL_1132,218,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,63,SIDM00142,,uterus,endometrial_adenocarcinoma,,,COLO 684,ACH-000864,COLO684
COLO699,COLO699_LUNG,,,Female,DSMZ,2,-4.469427237,Adherent,RPMI + 10% FBS,61.8,CVCL_1992,,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",57,SIDM00911,,lung,NSCLC,NSCLC_adenocarcinoma,,COLO-699,ACH-001041,COLO699
COLO741,COLO741_SKIN,,,Female,ECACC,,,,,,CVCL_1133,,skin,Metastasis,Skin Cancer,Melanoma,69,,,skin,melanoma,,,COLO 741,ACH-000582,COLO741
COLO792,COLO792_SKIN,,906814,Male,ECACC,2,-3.927769548,Adherent,RPMI + 10% FBS + 2mM Glutamine,63.2,CVCL_1134,1467,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62,SIDM00140,,skin,melanoma,,,COLO 792,ACH-000968,COLO792
COLO800,COLO800_SKIN,,906813,Male,ATCC,2,-3.562617279,,RPMI + 10% FBS,76.8,CVCL_1135,21,skin,Metastasis,Skin Cancer,Melanoma,14,SIDM00515,,skin,melanoma,,,COLO-800,ACH-000401,COLO800
COLO829,COLO829_SKIN,,687448,Male,ATCC,,,,,,CVCL_1137,430,skin,Primary,Skin Cancer,Melanoma,45,SIDM00909,,skin,melanoma,,,COLO 829,ACH-000644,COLO829
CORL105,CORL105_LUNG,,906805,Male,ECACC,1,-3.188057173,Adherent,RPMI 1640 + 15% FBS + 1% L-glutamine,85.4,CVCL_1138,22,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00513,,lung,NSCLC,NSCLC_adenocarcinoma,,COR-L105,ACH-000161,CORL105
CORL279,CORL279_LUNG,,910937,Male,ECACC,2,-2.099715851,,RPMI + 10% FBS + 2mM Glutamine,84.9,CVCL_1140,1768,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00511,,lung,SCLC,,,COR-L279,ACH-000257,CORL279
CORL47,CORL47_LUNG,,,Male,ECACC,1,-2.187672554,Suspension,RPMI + 10% FBS + 2mM Glutamine,60.3,CVCL_2415,,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,,,lung,SCLC,,,COR-L47,ACH-000695,CORL47
CORL88,CORL88_LUNG,,906808,Male,ECACC,,,,,,CVCL_1141,774,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00506,,lung,SCLC,,,COR-L88,ACH-000508,CORL88
CORL95,CORL95_LUNG,,1297439,Male,ECACC,,,,,,CVCL_2418,1769,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),64,SIDM00521,,lung,SCLC,,,COR-L95,ACH-000743,CORL95
COV362,COV362_OVARY,,,Female,ECACC,3,-3.261751642,Adherent,DMEM + 10% FBS + 2mM L-glutamine,83.5,CVCL_2420,,pleural_effusion,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,,ovary,ovary_adenocarcinoma,high_grade_serous,,COV362,ACH-000278,COV362
COV434,COV434_OVARY,,,Female,ECACC,3,-3.993576688,Adherent,DMEM + 10% FBS + 2mM L-glutamine,43,CVCL_2010,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,,,ovary,ovary_adenocarcinoma,endometrioid,,COV434,ACH-000123,COV434
COV644,COV644_OVARY,,,Female,ECACC,3,-3.896520754,Adherent,DMEM + 10% FBS + 2mM L-glutamine,88.5,CVCL_2425,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mucinous",,,,ovary,ovary_adenocarcinoma,mucinous,,COV644,ACH-000608,COV644
CW2,CW2_LARGE_INTESTINE,,910554,Female,RIKEN,0,-0.242873774,,RPMI + 10% FBS,56.7,CVCL_1151,1833,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55,SIDM00282,,colorectal,colorectal_adenocarcinoma,,MSI,CW-2,ACH-000998,CW2
D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,D283,906834,Male,ATCC,3,-3.772760017,Adherent,EMEM + 10% FBS,69.3,CVCL_1155,1184,abdomen,Metastasis,Brain Cancer,Medulloblastoma,6,SIDM00888,,central_nervous_system,medulloblastoma,med_group_3,MYC_exp,D283 MED,ACH-000055,D283MED
DANG,DANG_PANCREAS,,1290797,Female,DSMZ,4,-4.724545288,Adherent,RPMI + 10% FBS,88.5,CVCL_0243,871,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM00950,,pancreas,exocrine,exocrine_adenocarcinoma,,DAN-G,ACH-000243,DANG
DAOY,DAOY_CENTRAL_NERVOUS_SYSTEM,,906833,Male,ATCC,2,-4.685429432,Adherent,EMEM + 10% FBS,91.6,CVCL_1167,2150,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,4,SIDM00887,,central_nervous_system,medulloblastoma,,non_MYC,DAOY,ACH-000211,DAOY
DAUDI,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906831,Male,ATCC,,,,,,CVCL_0008,1783,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",16,SIDM00845,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,DAUDI,ACH-000786,DAUDI
DB,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906832,Male,ATCC,2,-2.463465041,Suspension,RPMI + 10% FBS,58.8,CVCL_1168,1185,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),45,SIDM00886,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,DB,ACH-000334,DB
DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835,Female,ATCC,,,,,,CVCL_1169,1784,central_nervous_system,Primary,Brain Cancer,Glioblastoma,59,SIDM00867,,central_nervous_system,glioma,glioblastoma,,DBTRG-05MG,ACH-000863,DBTRG05MG
DEL,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906836,Male,DSMZ,2,-3.593898645,Suspension,RPMI + 10% heat inactivated FBS,81.3,CVCL_1170,793,pleural_effusion,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",12,SIDM00949,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,DEL,ACH-000233,DEL
DETROIT562,DETROIT562_UPPER_AERODIGESTIVE_TRACT,,906837,Female,ATCC,2,-2.256978744,,EMEM + 10% FBS,81.4,CVCL_1171,2075,pleural_effusion,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, pharynx",,SIDM00831,,upper_aerodigestive,upper_aerodigestive_squamous,pharynx,,DETROIT 562,ACH-000207,DETROIT562
DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,,906839,Female,DSMZ,2,-2.132928732,Adherent,RPMI + 10% FBS + 2mM Glutamine,50.4,CVCL_1173,1386,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67,SIDM00947,,central_nervous_system,glioma,glioblastoma,,DK-MG,ACH-000244,DKMG
DLD1,DLD1_LARGE_INTESTINE,,,Male,ATCC,3,-4.913825702,not found,not found,74.1,CVCL_0248,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00787,,colorectal,colorectal_adenocarcinoma,,,DLD-1,ACH-001061,DLD1
DMS114,DMS114_LUNG,,687983,Male,ATCC,,,,,,CVCL_1174,1495,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00865,,lung,SCLC,,,DMS 114,ACH-000530,DMS114
DMS273,DMS273_LUNG,,687985,Female,ECACC,,,,,,CVCL_1176,1862,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00522,,lung,SCLC,,,DMS 273,ACH-000749,DMS273
DMS454,DMS454_LUNG,,,Male,ECACC,,,,,,CVCL_2438,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),,,,lung,SCLC,,,DMS 454,ACH-000844,DMS454
DMS53,DMS53_LUNG,,907295,Male,ATCC,3,-4.251068303,,RPMI + 10% FBS,75,CVCL_1177,580,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM00523,,lung,SCLC,,,DMS 53,ACH-000698,DMS53
DMS79,DMS79_LUNG,,753551,Male,ATCC,,,,,,CVCL_1178,300,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),65,SIDM00524,,lung,SCLC,,,DMS 79,ACH-000703,DMS79
DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446,Male,DSMZ,0,-0.64352581,,RPMI + 20% FBS,83.4,CVCL_2022,1035,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13,SIDM00946,,blood,ALL,t_cell,,DND-41,ACH-000981,DND41
DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906842,Male,DSMZ,,,,,,CVCL_1179,1339,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),60,SIDM00981,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,DOHH-2,ACH-000056,DOHH2
DU4475,DU4475_BREAST,,906844,Female,ATCC,2,-1.639014717,Suspension,RPMI + 10% FBS,44.1,CVCL_1183,302,skin,Metastasis,Breast Cancer,Carcinoma,62,SIDM01001,,breast,breast_carcinoma,ERneg_HER2neg,luminal_HER2_amp,DU4475,ACH-000258,DU4475
DV90,DV90_LUNG,,,Male,DSMZ,,,,,,CVCL_1184,,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,,,lung,NSCLC,NSCLC_adenocarcinoma,,DV-90,ACH-000925,DV90
EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_2027,,bone,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",9,SIDM00862,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,EB1,ACH-000877,EB1
EBC1,EBC1_LUNG,,753554,Male,RIKEN,2,-2.4905034,Adherent,EMEM + 10% FBS,76.3,CVCL_2891,1665,skin,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM00486,,lung,NSCLC,NSCLC_squamous,,EBC-1,ACH-000563,EBC1
ECC10,ECC10_STOMACH,,906848,Male,RIKEN,,,,,,CVCL_1188,799,liver,,Gastric Cancer,Small Cell Carcinoma,,SIDM00280,,gastric,gastric_small_cell,,,ECC10,ACH-000560,ECC10
ECC12,ECC12_STOMACH,,906849,Male,RIKEN,,,,,,CVCL_1189,2094,stomach,,Gastric Cancer,Small Cell Carcinoma,63,SIDM00279,,gastric,gastric_small_cell,,,ECC12,ACH-000225,ECC12
ECGI10,ECGI10_OESOPHAGUS,,753555,Male,RIKEN,2,-5.174347136,,RPMI + 10% FBS,92.9,CVCL_1187,2138,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,65,SIDM00278,,esophagus,esophagus_squamous,,,EC-GI-10,ACH-000305,ECGI10
EFE184,EFE184_ENDOMETRIUM,,,Female,DSMZ,1,-1.485753172,,RPMI + 10% FBS,82.2,CVCL_1191,,ascites,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,69,,,uterus,endometrial_adenocarcinoma,,,EFE-184,ACH-000435,EFE184
EFM192A,EFM192A_BREAST,,1290798,Female,DSMZ,,,,,,CVCL_1812,1187,pleural_effusion,Metastasis,Breast Cancer,Adenocarcinoma,46,SIDM01002,,breast,breast_adenocarcinoma,ERpos_HER2pos,HER2_amp,EFM-192A,ACH-000117,EFM192A
EFO21,EFO21_OVARY,,911905,Female,DSMZ,3,-4.734648861,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,71.8,CVCL_0029,303,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",56,SIDM01052,,ovary,ovary_adenocarcinoma,clear_cell,,EFO-21,ACH-000308,EFO21
EFO27,EFO27_OVARY,,906852,Female,DSMZ,2,-3.852748565,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,71.8,CVCL_1192,1497,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",36,SIDM01051,,ovary,ovary_adenocarcinoma,endometrioid,,EFO-27,ACH-000936,EFO27
EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906854,Female,DSMZ,,,,,,CVCL_1194,39,haematopoietic_and_lymphoid_tissue,,Lymphoma,B-cell,69,SIDM01049,,lymphocyte,lymphoma_unspecified,b_cell,,EHEB,ACH-000038,EHEB
EJM,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297447,Female,DSMZ,2,-3.018373161,Suspension,IMDM + 10% FBS,76.1,CVCL_2030,567,ascites,Primary,Myeloma,Multiple Myeloma,58,SIDM01048,,plasma_cell,multiple_myeloma,,,EJM,ACH-000821,EJM
EKVX,EKVX_LUNG,,905970,Male,Academic lab,2,-4.993004424,Adherent,RPMI + 10% FBS,82.3,CVCL_1195,322,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00119,,lung,NSCLC,NSCLC_adenocarcinoma,,EKVX,ACH-000706,EKVX
EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906855,Female,DSMZ,2,-2.057263657,,RPMI + 10% FBS,58.1,CVCL_1196,901,bone_marrow,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",5,SIDM01047,,blood,CML,blast_crisis,,EM-2,ACH-000295,EM2
EN,EN_ENDOMETRIUM,,1240127,Female,DSMZ,2,-1.994358019,Adherent,RPMI + 10% FBS,72,CVCL_2034,1919,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50,SIDM01045,,uterus,endometrial_adenocarcinoma,,,EN,ACH-000978,EN
EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906856,Male,DSMZ,2,-4.374413314,,RPMI + 10% FBS,70.2,CVCL_0258,426,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",33,SIDM00277,,blood,AML,M5,,EOL-1,ACH-000198,EOL1
EPLC272H,EPLC272H_LUNG,,753556,Male,DSMZ,3,-4.633492685,Adherent,RPMI + 20% FBS,85.8,CVCL_1197,404,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM01044,,lung,NSCLC,NSCLC_squamous,,EPLC-272H,ACH-000585,EPLC272H
ES2,ES2_OVARY,,1240128,Female,ATCC,3,-5.857280494,Adherent,RPMI + 10% FBS,94.1,CVCL_3509,869,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",47,SIDM00861,,ovary,ovary_adenocarcinoma,clear_cell,,ES-2,ACH-000906,ES2
ESS1,ESS1_ENDOMETRIUM,,907000,Female,DSMZ,2,-4.314455357,,RPMI + 20% FBS,58.6,CVCL_1205,293,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76,SIDM01043,,uterus,endometrial_stromal_sarcoma,,,ESS-1,ACH-000913,ESS1
F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-4.31822383,Suspension,RPMI + 20% FBS + 10ng/ml GM-CSF,82.3,CVCL_2037,,pleural_effusion,Metastasis,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",68,,,blood,AML,M6,,F-36P,ACH-000487,F36P
FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863,Male,ATCC,2,-3.050709572,Adherent,EMEM + 10% FBS,92.5,CVCL_1218,1170,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00860,,upper_aerodigestive,upper_aerodigestive_squamous,,,FADU,ACH-000846,FADU
FTC133,FTC133_THYROID,,906864,Male,ECACC,2,-4.163518757,Adherent,DMEM:F12 (1:1) + 10% FBS + 2mM Glutamine,75.1,CVCL_1219,1007,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, anaplastic",42,SIDM00213,,thyroid,thyroid_carcinoma,anaplastic,,FTC-133,ACH-000903,FTC133
FTC238,FTC238_THYROID,,,Male,ECACC,,,,,,CVCL_2447,,lung,Metastasis,Thyroid Cancer,"Carcinoma, follicular",42,SIDM00228,,thyroid,thyroid_carcinoma,follicular,,FTC-238,ACH-000897,FTC238
FU97,FU97_STOMACH,,1290806,Female,HSRRB,2,-3.502209463,,DMEM + 10% FBS + 0.01mg/ml Insulin,68.8,CVCL_2908,2062,stomach,Primary,Gastric Cancer,Adenocarcinoma,66,SIDM00503,,gastric,gastric_adenocarcinoma,diffuse_gastric,,FU97,ACH-000633,FU97
FUOV1,FUOV1_OVARY,,1240129,Female,DSMZ,,,,,,CVCL_2047,2063,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",65,SIDM01040,,ovary,ovary_adenocarcinoma,high_grade_serous,,FU-OV-1,ACH-000574,FUOV1
G292CLONEA141B1,G292CLONEA141B1_BONE,"G292CLONEA141B1, G-292 clone A141B1",1290807,Female,ATCC,2,-4.365853783,Adherent,McCoy's 5A + 10% FBS,75.2,CVCL_2909,661,bone,Primary,Bone Cancer,Osteosarcoma,9,SIDM00858,,bone,osteosarcoma,,,"G-292, CLONE A141B1",ACH-000082,G292CLONEA141B1
G361,G361_SKIN,,906865,Male,ATCC,,,,,,CVCL_1220,1173,skin,Primary,Skin Cancer,Melanoma,31,SIDM00857,,skin,melanoma,,,G-361,ACH-000572,G361
G401,G401_SOFT_TISSUE,,907299,Male,ATCC,2,-2.405308547,Adherent,McCoy's 5A + 10% FBS,38,CVCL_0270,962,kidney,Primary,Rhabdoid,Malignant Rhabdoid Tumor,0.25,SIDM00856,,kidney,malignant_rhabdoid_tumor,,,G-401,ACH-000096,G401
G402,G402_SOFT_TISSUE,,907298,Female,ATCC,2,-3.281017999,,McCoy's 5A + 10% FBS,81.1,CVCL_1221,1089,kidney,Primary,Kidney Cancer,Renal Leiomyoblastoma,0.75,SIDM00855,,soft_tissue,malignant_rhabdoid_tumor,renal_leiomyoblastoma,,G-402,ACH-000375,G402
GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303896,Male,ATCC,,,,,,CVCL_1222,1008,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",41,SIDM00854,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,GA-10,ACH-000162,GA10
GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,,906868,Female,DSMZ,2,-5.026314849,Adherent,DMEM + 10% FBS + 2mM Glutamax,91.1,CVCL_1226,1174,central_nervous_system,Primary,Brain Cancer,Glioblastoma,42,SIDM01055,,central_nervous_system,glioma,glioblastoma,,GAMG,ACH-000098,GAMG
GB1,GB1_CENTRAL_NERVOUS_SYSTEM,,687568,Male,HSRRB,2,-4.776891613,,EMEM + 10% FBS,89,CVCL_1227,2095,central_nervous_system,Primary,Brain Cancer,Glioblastoma,35,SIDM00581,,central_nervous_system,glioma,glioblastoma,,GB-1,ACH-000738,GB1
GCT,GCT_SOFT_TISSUE,,906999,Male,ATCC,2,-5.159567143,Adherent,McCoy's 5A + 10% FBS,79.8,CVCL_1229,963,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29,SIDM00853,,soft_tissue,pleomorphic_sarcoma,,,GCT,ACH-000835,GCT
GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906870,Female,ATCC,,,,,,CVCL_1230,164,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),66,SIDM01057,,blood,AML,,,GDM-1,ACH-000081,GDM1
GI1,GI1_CENTRAL_NERVOUS_SYSTEM,,906871,Male,RIKEN,1,-3.671040518,Adherent,DMEM + 10% FBS,95.9,CVCL_1231,245,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61,SIDM00273,,central_nervous_system,glioma,glioblastoma,,GI-1,ACH-000756,GI1
GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,,906873,Male,DSMZ,,,,,,CVCL_1233,294,central_nervous_system,Primary,Brain Cancer,Glioblastoma,49,SIDM01074,,central_nervous_system,glioma,glioblastoma,,GMS-10,ACH-000102,GMS10
GOS3,GOS3_CENTRAL_NERVOUS_SYSTEM,,,Male,DSMZ,,,,,,CVCL_2050,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,55,,,central_nervous_system,glioma,glioblastoma,,GOS-3,ACH-000027,GOS3
GP2D,GP2D_LARGE_INTESTINE,,,Female,ECACC,,,,,,CVCL_2450,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,71,SIDM00536,,colorectal,colorectal_adenocarcinoma,,MSI,GP2D,ACH-000982,GP2D
GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303897,Female,DSMZ,,,,,,CVCL_1818,1776,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",58,SIDM01058,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,,GRANTA-519,ACH-000073,GRANTA519
GSS,GSS_STOMACH,,,Male,RIKEN,2,-3.05520843,,RPMI + 10% FBS,87.9,CVCL_8876,,liver,Metastasis,Gastric Cancer,Adenocarcinoma,75,,,gastric,gastric_adenocarcinoma,,,GSS,ACH-000746,GSS
GSU,GSU_STOMACH,,,Male,RIKEN,2,-3.373235935,,RPMI + 10% FBS,84.7,CVCL_8877,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,37,,,gastric,gastric_adenocarcinoma,,,GSU,ACH-000485,GSU
HARA,HARA_LUNG,,1240142,Male,HSRRB,2,-4.067752941,Adherent,RPMI + 10% FBS,60.7,CVCL_2914,350,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM00598,,lung,NSCLC,NSCLC_squamous,,HARA,ACH-000843,HARA
