ORISPL,Plant Name,Retirement Date,UTLSRVID,ret_STATUS,Date of Last Unit or Planned Retirement,Total Nameplate Capacity (MW),Retiring Capacity,Average Capacity Factor,Generator Size Weighted Capacity Factor (%),Age,Generator Size Weighted Age,Summed Generator annual net generation (MWh),Age at Retirement,Percent Capacity Retiring,State,2022 SO2 Emissions (tons),2021 vs 2022 SO2 Emissions (%),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2021 vs 2022 CO2 Emissions (%),2022 CO2 Emission Rate (lb/mmBtu),2022 Hg Emissions (lbs),2022 Hg Emission Rate (lb/TBtu),Facility has one or more low-emitting EGUs (LEE) units that do not report hourly emissions,eGRID subregion name,eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),"Hospital Admits, All Respiratory",Infant Mortality,"Hospital Admits, Cardiovascular (except heart attacks)",$ Work Loss Days,$ Mortality (low estimate),$ Asthma Exacerbation,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,PM 2.5 Emssions (tons),PM 2.5 Emission Rate (lb/MWh),Mapped Fuel Type,coal_FUELS,Number of Coal Generators,NONcoal_FUELS,Total Cost of Emissions Control Equiptment Retrofits Installed since 2012 ($),Plant Coal Percentage (%),2020 Net Cashflow,Average Cashflow,Forward Costs,Coal Debt Securitization Policy,State coal generation percent (resource mix),State gas generation percent (resource mix),LAT,LON,Governor Party,Legislation Majority Party,Estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Change from 2018 to 2021 in trhe estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Average PM Results (lb/mmBtu),FIPS,Cheapest Renewable Resource,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference,Sector,Utility Name,Ownership Type,Final Target Summary,Attainment Year,Interim Target(s) Summary,Mandatory or Voluntary Target,Target Scope
6139,Welsh,2028.0,17698,2,2028.0,1116.0,1116.0,0.4425,0.4425,43.5,43,4328149.0,51.0,1.0,TX,10915.693,0.104841988,0.444149959,4695.95,0.19107408,5155185.59,-0.012143,209.759973,13.3150364,0.270888566,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,3.5182,0.1037,3.5438,370081.64,167378740.98,29640.31,795,53,57,46,66,23.13,0.013932136,Coal,"['SUB', 'SUB']",2,0,95696000,0.998740716633643,-1213938.617228809,13417297.06441586,33.709512,None,0.184801255632154,0.482872080083905,33.05522,-94.839993,Republican,Republican,56.095,1.927,0.0048,48449,local solar,13.944814,renewables,0.4136759381150341,Electric Utility,Southwestern Electric Power Co,Investor Owned,,,,,
6146,Martin Lake,,55983,0,,2379.6,0.0,0.6323333333333333,0.6323333333333333,45.0,45,13179510.0,,0.0,TX,17689.864,-0.6373728,0.254516268,8999.716,0.129485118,14579128.7,-0.0139317,209.759975,297.847099,2.14266577,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,15.1785,0.4474,15.3165,1584323.72,721007826.49,126730.8,498,45,55,31,52,908.2586,0.141017401,Coal,"['SUB', 'SUB', 'SUB']",3,0,0,0.998854918405351,50632201.13396692,204261051.7982704,33.393741,None,0.184801255632154,0.482872080083905,32.2606,-94.5706,Republican,Republican,60.343,5.062000000000005,0.03010909090909082,48401,regional wind,19.679111,renewables,0.589305373123664,IPP Non-CHP,Luminant Generation Company LLC,,,,,,
6155,Rush Island,2039.0,19436,2,2039.0,1242.0,1242.0,0.754,0.754,46.5,47,8203992.0,63.0,1.0,MO,11739.324,-0.398867,0.496175831,2046.193,0.086484666,4962847.7,-0.3850782,209.760382,42.5588999,0.899400065,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,7.4214,0.1955,7.4728,719423.35,336562879.61,55950.86,550,3,0,18,23,210.2129,0.062968111,Coal,"['RC', 'RC']",2,0,8000000,0.999255405420714,42291050.46415719,53869400.77645399,24.074928,Passed,0.751978263380225,0.0787478294207267,38.131248,-90.263157,Republican,Republican,46.827,8.769999999999996,0.01249178082191778,29099,regional wind,2.303619999999999,renewables,0.09568543673318561,Electric Utility,Union Electric Co - (MO),Investor Owned,,,,,
6165,Hunter,,14354,0,,1577.2,0.0,0.6696666666666666,0.6697187420745625,42.66666666666666,42,9248963.0,,0.0,UT,3274.479,-0.1491229,0.08173257,8492.591,0.211979153,8220991.86,-0.186189,205.199908,,,Yes,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,2.5554,0.0882,2.4896,346310.83,133348769.99,28487.6,729,23,6,54,40,343.4272925,0.085983617,Coal,"['RC', 'RC', 'RC']",3,0,0,0.999133306730798,81650314.56238331,84345887.10071379,31.570782,Introduced,0.619721191398972,0.250962634205044,39.1747,-111.0289,Republican,Republican,61.435,-1.257999999999996,0.0,49015,local solar,14.563189,renewables,0.4612869266272847,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
6166,Rockport,2028.0,9324,2,2028.0,2600.0,2600.0,0.211,0.211,36.5,37,4802163.0,44.0,1.0,IN,3725.878,0.324989349,0.111254425,2422.739,0.072342797,7024802.88,0.254187117,209.760064,25.9736695,0.387785869,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,10.1777,0.2521,10.1728,921954.31,442502008.42,70985.62,2606,42,22,69,67,321.120307,0.159018273,Coal,"['SUB', 'SUB']",2,0,589900000,0.992519906516176,-63315862.45122048,10528217.48881589,56.150535,Introduced,0.578453961982309,0.293217129899596,37.9256,-87.0372,Republican,Republican,55.286,1.599000000000004,0.0,18147,local solar,33.621408,renewables,0.598772709823691,Electric Utility,Indiana Michigan Power Co,Investor Owned,,,,,
6177,Coronado,2032.0,16572,2,2032.0,821.8,821.8,0.4725,0.4725,43.5,44,3402198.0,53.0,1.0,,,,,,,,,,,,,WECC Southwest,0.15975769434659,0.467869115269809,0.0520281488097487,0.0598274555723869,0.4999,0.0158,0.4933,63153.46,25595000.78,5039.19,3,54,47,64,22,466.2606628,0.359225203,Coal,"['RC', 'RC']",2,0,312028000,0.996117430813739,3704429.011709911,-8155873.984047872,43.82064,None,0.131792167085202,0.441896059332372,34.5789,-109.2708,Republican,Republican,38.67,2.568000000000005,0.01446356164383562,4001,local solar,30.553967,renewables,0.6972505878508392,Electric Utility,Salt River Project,Political Subdivision,90% reduction in CO2 emissions by 2050 (2005 baseline),2050.0,65% reduction in CO2 emissions by 2035 (2005 baseline),Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6178,Coleto Creek,2027.0,56570,2,2027.0,622.4,622.4,0.626,0.626,43.0,43,3412862.0,47.0,1.0,TX,8205.498,-0.2111217,0.556064779,2273.822,0.15409087,3095292.17,-0.2094588,209.759719,20.7181311,0.702006323,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,4.1498,0.1551,4.201,584480.87,216583562.32,48956.53,694,46,48,48,17,139.9659,0.11064052,Coal,['RC'],1,0,2400000,0.99851014308063,-10510780.99787204,31517384.89448345,28.214138,None,0.184801255632154,0.482872080083905,28.7128,-97.214167,Republican,Republican,56.068,2.454999999999998,0.009225,48175,regional wind,13.753616,renewables,0.4874724863116499,IPP Non-CHP,Coleto Creek Power LP,,,,,,
6179,Fayette Power Project,,11269,0,,1690.0,0.0,0.7040000000000001,0.6943698224852072,40.66666666666666,42,10281366.0,,0.0,,,,,,,,,,,,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,1.1544,0.0434,1.1801,161335.32,59665976.79,13481.35,267,24,25,40,16,688.6237,0.157214944,Coal,"['RC', 'RC', 'RC']",3,0,19000000,0.998554768837649,41482253.41274066,68867367.03481795,27.729484,None,0.184801255632154,0.482872080083905,29.9172,-96.7506,Republican,Republican,58.807,1.016000000000005,,48149,regional wind,15.00163,renewables,0.5409992483091283,Electric Utility,Lower Colorado River Authority,State,,,,,
6180,Oak Grove (TX),,55983,0,,1795.4,0.0,0.7835000000000001,0.784063829787234,12.5,13,12334134.0,,0.0,TX,8777.155,0.021161295,0.137660476,4591.302,0.072009759,13877678.8,0.005908184,217.656846,305.305731,2.39420019,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,3.7304,0.1182,3.7987,429614.61,180030451.49,34987.42,204,24,30,36,53,1495.7082,0.228251235,Coal,"['RC', 'RC']",2,0,0,0.990068225163728,56706217.71637717,167387358.1087935,27.663293,None,0.184801255632154,0.482872080083905,31.1803,-96.4866,Republican,Republican,53.366,11.618,0.01081369863013693,48395,regional wind,14.005176,renewables,0.5062729155202166,IPP Non-CHP,Luminant Generation Company LLC,,,,,,
6181,J T Deely,2024.0,16604,2,2024.0,932.0,932.0,-0.001,-0.001,45.5,46,-5118.0,47.0,1.0,,,,,,,,,,,,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,,,,,,,3437,75,73,71,81,,0.0,Coal,"['SUB', 'SUB']",2,0,764000,1.0,,,,None,0.184801255632154,0.482872080083905,29.308056,-98.3228,Republican,Republican,29.927,6.111999999999998,,48029,,,,,Electric Utility,City of San Antonio - (TX),Municipal,,,,,
6183,San Miguel,,16624,0,,410.0,0.0,0.53,0.53,41.0,41,1903062.0,,0.0,TX,9487.722,0.251909257,0.758737555,2017.509,0.161341136,2722753.65,0.054985413,217.739879,75.6632993,3.02541467,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,2.4393,0.0898,2.4133,340719.05,133050810.34,28654.24,6,32,51,14,85,71.0615,0.061308961,Coal,['LIG'],1,0,13772000,0.998341714580589,-45737163.00558584,-11038358.5545945,53.67315,None,0.184801255632154,0.482872080083905,28.7044,-98.4775,Republican,Republican,43.79,7.281999999999996,,48013,regional wind,38.949723,renewables,0.7256835680410038,Electric Utility,"San Miguel Electric Coop, Inc",Cooperative,,,,,
6190,Brame Energy Center,2028.0,3265,2,2028.0,558.0,558.0,0.459,0.459,41.0,41,2245618.0,46.0,1.0,LA,3679.099,0.068543213,0.262398085,2963.116,0.211333254,2941055.14,0.09635985,209.759845,15.6895584,0.559499768,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,2.0735,0.0653,2.0972,211623.31,100300938.5,17447.88,1508,84,77,84,70,129.79,0.053455728,Coal,['SUB'],1,"['NG', 'PC']",42067000,0.51108337227951,-45141330.28165607,1650968.539148849,39.516232,Passed,0.0810242880356293,0.646874472712293,31.395,-92.716667,Democrat,Republican,45.027,6.384999999999998,0.006613333333333333,22079,local solar,20.496004,renewables,0.5186730354250375,Electric Utility,Cleco Power LLC,Investor Owned,,,,,
6193,Harrington,2040.0,17718,2,2040.0,1080.0,1080.0,0.516,0.516,45.0,45,4880877.0,60.0,1.0,TX,15579.114,0.226392781,0.634708134,4170.761,0.169920827,5138540.75,-0.0674429,209.349108,38.9644304,0.793724243,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,2.2566,0.067,2.2505,255351.75,111577312.11,20241.93,550,51,52,50,32,63.320537,0.037857685,Coal,"['SUB', 'SUB', 'SUB']",3,0,0,0.993303807480998,3154914.561409915,2989325.717830497,27.98075,None,0.184801255632154,0.482872080083905,35.29816,-101.747187,Republican,Republican,45.392,6.607000000000006,0.06742500000000001,48375,regional wind,14.258462,renewables,0.5095811227361668,Electric Utility,Southwestern Public Service Co,Investor-Owned,100% zero-carbon resources by 2045,2045.0,--,Mandatory,Not explicitly addressed
6194,Tolk,2037.0,17718,2,2037.0,1135.8,1135.8,0.2505,0.2505,39.5,39,2491884.0,55.0,1.0,TX,8669.624,0.253812435,0.604740761,2515.018,0.17543251,2999378.99,0.019956132,209.218616,23.5560539,0.821564232,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,1.6681,0.0482,1.6657,186934.62,81574885.88,14766.1,13,85,76,88,86,27.0353,0.02908008,Coal,"['SUB', 'SUB']",2,0,1070000,0.987221772557981,-5291018.332913186,13986926.85236962,34.941456,None,0.184801255632154,0.482872080083905,34.186494,-102.56999,Republican,Republican,56.017,1.75,,48279,local solar,21.711683,renewables,0.6213731620113369,Electric Utility,Southwestern Public Service Co,Investor-Owned,100% zero-carbon resources by 2045,2045.0,--,Mandatory,Not explicitly addressed
6195,John Twitty Energy Center,2027.0,17833,1,2027.0,494.0,194.0,0.538,0.5611740890688259,29.5,25,2429121.0,,0.3927125506072874,MO,3152.225,0.262070793,0.245229817,1173.893,0.091323927,2674290.18,0.040366482,208.048503,9.86957041,0.383905487,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,1.0721,0.0281,1.0696,104770.13,48738620.92,8159.32,27361,39,31,56,30,89.2069,0.10906849,Coal,"['SUB', 'SUB']",2,"['NG', 'NG']",3571000,0.956921633813733,234995.148443098,145263.4270313846,32.700535,Passed,0.751978263380225,0.0787478294207267,37.151706,-93.38804,Republican,Republican,35.64,5.462,0.009600000000000001,29077,regional wind,14.747686,renewables,0.4509921932469912,Electric Utility,City Utilities of Springfield - (MO),Municipal,Net-zero carbon emissions by 2050,2050.0,70% reduction in CO2 emissions by 2035 (2005 baseline),Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6204,Laramie River Station,,1307,0,,1863.0,0.0,0.5093333333333333,0.5093333333333333,41.66666666666666,42,8314552.0,,0.0,WY,6858.701,0.269787207,0.114142998,7077.096,0.117777543,12604198.7,0.167837177,209.759985,104.558159,0.870032219,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,2.9835,0.0935,2.975,345269.15,145768337.02,27853.95,75,29,18,54,14,76.18247914,0.019004423,Coal,"['RC', 'RC', 'RC']",3,0,244163000,0.995825356600779,11103173.94917022,40849526.38118877,21.564719,None,0.737173959299694,0.0345300275742697,42.108889,-104.8825,Republican,Republican,59.165,0.4840000000000017,0.03691666666666667,56031,regional wind,10.101071,renewables,0.4684072628073661,Electric Utility,Basin Electric Power Coop,Cooperative,,,,,
6213,Merom,2023.0,9267,2,2023.0,1080.0,1080.0,0.5575,0.5575,40.5,40,5271798.0,41.0,1.0,IN,4004.919,0.035711432,0.13848691899999999,1717.853,0.059401993,5934203.35,-0.0024086,205.20004,34.4166483,0.595050185,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,1.8885,0.0481,1.9013,177573.34,84786897.6,13701.35,441,24,17,47,64,17.2697808,0.013360835,Coal,"['BIT', 'BIT']",2,0,6917000,0.998971567193909,-4378941.912818768,25738275.38693221,31.813424,Introduced,0.578453961982309,0.293217129899596,39.0694,-87.5108,Republican,Republican,58.036,1.634999999999998,0.0,18153,local wind,10.366066,renewables,0.3258393689406082,Electric Utility,"Hoosier Energy R E C, Inc",Cooperative,,,,,
6248,Pawnee,2026.0,15466,2,2026.0,552.3,552.3,0.594,0.594,42.0,42,2871522.0,45.0,1.0,CO,1273.67,-0.1452808,0.08787027,694.902,0.047941167,3038861.79,-0.1290631,209.650543,19.4250203,0.670064374,,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.4898,0.0147,0.482,55936.31,23601357.09,4449.34,812,42,43,47,78,9.1,0.005932294,Coal,['SUB'],1,0,271700000,0.995769900804275,34363992.60851754,31645842.20124679,25.480658,Passed,0.415290737280412,0.256187112275357,40.2217,-103.6803,Democrat,Democrat,44.326,6.042999999999999,0.0,8087,local solar,7.944223999999998,renewables,0.3117746802300003,Electric Utility,Public Service Co of Colorado,Investor Owned,,,,,
6249,Winyah,2028.0,17543,2,2028.0,1260.0,1260.0,0.2795,0.2795,44.75,45,3084266.0,53.0,1.0,SC,1346.196,-0.3370018,0.096489219,1198.565,0.085907699,2862903.25,-0.2119072,205.199911,15.3078874,0.548599944,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,0.3157,0.0086,0.3325,31799.36,14907011.69,2392.48,1038,56,57,56,69,109.8116695,0.096263834,Coal,"['RC', 'RC', 'RC', 'RC']",4,0,0,0.996900958251957,-27749997.41818844,-9249216.86162161,49.255048,Introduced,0.154803685749238,0.234607360018203,33.33184,-79.357236,Republican,Republican,39.063,5.673000000000002,,45043,local solar,30.307192,renewables,0.6153113889971237,Electric Utility,South Carolina Public Service Authority,State,,,,,
6250,Mayo,2028.0,3046,2,2028.0,763.2,763.2,0.195,0.195,40.0,40,1303167.0,45.0,1.0,NC,933.42,-0.2783006,0.12698942,1004.613,0.136675046,1506578.12,-0.109002,204.966125,7.39352507,0.502935152,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,1.2064,0.0326,1.2469,128685.67,56526808.7,9598.18,779,54,51,58,58,135.1,0.432187923,Coal,['BIT'],1,0,0,0.991444176923681,,,57.81174,Passed,0.157285066830212,0.365449664813441,36.5278,-78.8917,Democrat,Republican,51.263,4.582999999999998,0.01357101369863012,37145,local solar,36.012927,renewables,0.62293449392805,Electric Utility,Duke Energy Progress - (NC),,,,,,
6254,Ottumwa,,9417,0,,725.9,0.0,0.657,0.657,42.0,42,4175485.0,,0.0,IA,1275.452,-0.153459,0.06544342,1147.902,0.058898832,4087424.85,-0.165641,209.725698,31.9805022,0.820459506,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,1.5117,0.0361,1.4173,142660.29,68216022.47,11116.49,360,7,5,27,42,27.2034121,0.021584785,Coal,['SUB'],1,0,458223000,0.997599914513021,1388405.189729706,3529326.028526921,24.526625,None,0.328973043305685,0.096186892878803,41.0961,-92.555833,Republican,Republican,45.689,4.536000000000001,0.005175342465753403,19179,regional wind,8.684821,renewables,0.3540976795625163,Electric Utility,Interstate Power and Light Co,Investor Owned,,,,,
6257,Scherer,2028.0,7140,1,2028.0,2673.0,891.0,0.2066666666666667,0.2066666666666667,38.66666666666666,39,4836629.0,,0.3333333333333333,GA,831.869,0.04582096,0.019527434,6494.985,0.152464382,8935773.21,-0.1327274,209.75986,27.9555525,0.328116697,,SERC South,0.192447136054513,0.515128812020862,0.0,0.0229345496863847,1.6869,0.0444,1.7241,157449.01,73299150.08,12179.06,808,41,29,62,46,32.442073,0.011517281,Coal,"['SUB', 'SUB', 'SUB', 'SUB']",4,0,1400037000,0.998120471802395,-42908410.6019325,4926752.703440353,47.069933,None,0.153592744518301,0.456306095133992,33.0606,-83.8075,Republican,Republican,58.673,1.405999999999999,,13207,local solar,27.157597,renewables,0.5769627290525355,Electric Utility,Georgia Power Co,Investor Owned,,,,,
6264,Mountaineer,,733,0,,1300.0,0.0,0.626,0.626,43.0,43,7132758.0,,0.0,WV,2589.123,-0.169505,0.097123936,2769.327,0.103883801,5470203.01,-0.2556466,205.199848,11.1699529,0.209505263,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,3.8414,0.0917,3.8568,391992.34,183414050.03,28847.27,4204,28,4,61,62,42.93921137,0.01628023,Coal,['BIT'],1,0,0,0.997716693170148,724950.8419342255,50029934.85813738,27.848065,None,0.90608161803614,0.0398721574129053,38.9794,-81.9344,Republican,Republican,59.541,0.8429999999999964,0.0,54053,local solar,1.772568,renewables,0.06365138834601254,Electric Utility,Appalachian Power Co,Investor Owned,100% renewable energy by 2050,2050.0,--,Mandatory,Not explicitly addressed
6288,Healy,,7353,0,,90.0,0.0,0.5345,0.4742444444444444,40.5,34,373973.0,,0.0,AK,,,,,,,,,5.64974394,2.22683434,Yes,ASCC Alaska Grid,0.152911096541964,0.606059858710474,0.0207283496974878,0.0,,,,,,,852,44,38,58,18,29.43219363,0.164364141,Coal,"['LIG', 'LIG']",2,0,98435000,0.979861639528647,,,,None,0.114075624112421,0.467487144463062,63.8542,-148.95,Republican,Republican,39.031,2.018000000000001,0.0111024248004911,2068,,,,,Electric Utility,Golden Valley Elec Assn Inc,Cooperative,,,,,
6469,Antelope Valley,,1307,0,,954.0,0.0,0.6285000000000001,0.6285000000000001,38.0,38,5249512.0,,0.0,ND,11622.173,0.055494269,0.352063837,4336.691,0.131368899,7187928.95,0.112373772,217.739819,199.332511,3.01913285,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,6.9261,0.191,6.9506,725835.16,328455692.82,56760.39,26,35,35,47,52,255.9,0.089869678,Coal,"['RC', 'RC']",2,0,5750000,0.993528607790926,-15943581.64800495,12115179.36442026,22.31439,None,0.567079910255583,0.0366637556112879,47.370542,-101.83566,Republican,Republican,62.765,2.816000000000003,0.0,38057,regional wind,7.270875999999999,renewables,0.3258379906419131,Electric Utility,Basin Electric Power Coop,Cooperative,,,,,
6481,Intermountain Power Project,2025.0,11208,2,2025.0,1640.0,1640.0,0.528,0.528,36.5,36,7580586.0,39.0,1.0,UT,1666.947,-0.3096753,0.059170448,8225.014,0.29195755,5780885.18,-0.2395652,205.200024,,,,WECC California,0.0384023534367331,0.475018281155418,0.0772022591359443,0.188596932016696,1.7564,0.0637,1.7046,248876.12,93057211.91,20814.56,0,0,0,0,0,798.648,0.236218635,Coal,"['BIT', 'BIT']",2,0,0,0.99744240459535,150313468.1339292,126391166.9491739,34.3799,Introduced,0.619721191398972,0.250962634205044,39.509731,-112.58018,Republican,Republican,59.33,-1.102000000000004,0.0029,49027,local solar,17.372307,renewables,0.5053041748230798,Electric Utility,Los Angeles Department of Water & Power,Municipal,100% renewable and carbon-free power grid by 2035 (Voluntary); 100% renewable energy and zero-carbon resources by 2045 (Mandatory),2035.0,97% carbon-free power supply by 2030,Both,Scope 1;Scope 2;Scope 3
6641,Independence Steam Electric Station,2030.0,814,2,2030.0,1800.0,1800.0,0.261,0.261,39.5,40,4114039.0,47.0,1.0,AR,12384.692,0.121616095,0.459168031,4326.783,0.160417428,5655309.72,0.147842467,209.673154,30.1208622,0.558372263,,SERC Mississippi Valley,0.111045414931352,0.58888533837406,0.0,0.00337816009170325,9.0334,0.2317,9.0549,825811.1,394181450.37,64519.32,1274,53,13,86,91,196.284091,0.135043675,Coal,"['SUB', 'SUB']",2,0,23612000,0.996653393634882,-2655625.038481275,33085306.23331074,38.663463,None,0.350551493143048,0.337626181989066,35.678442,-91.408761,Republican,Republican,57.293,3.192999999999998,0.009438155655790788,5063,regional wind,18.845835,renewables,0.4874326699602672,Electric Utility,Entergy Arkansas LLC,Investor Owned,,,,,
6664,Louisa,,12341,0,,811.9,0.0,0.612,0.612,40.0,40,4353143.0,,0.0,IA,4892.662,-0.2721877,0.295833297,2900.112,0.175354377,3469131.56,-0.2286847,209.759969,17.4895765,0.528750923,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,4.064,0.1012,3.9799,398123.43,187572070.58,30880.28,1159,31,23,53,65,114.516634,0.123658857,Coal,['RC'],1,0,2502000,0.99361575805333,10637724.96075331,31590474.86736293,28.144038,None,0.328973043305685,0.096186892878803,41.3181,-91.0931,Republican,Republican,52.892,15.35100000000001,0.0,19115,regional wind,12.244766,renewables,0.4350749526418348,Electric Utility,MidAmerican Energy Co,Investor Owned,Zero CO2e emissions by 2045 (applies to electric generating units),2045.0,--,Mandatory,Not explicitly addressed
6761,Rawhide,2030.0,15143,2,2030.0,293.6,293.6,0.651,0.651,39.0,39,1673655.0,46.0,1.0,CO,792.255,0.185222696,0.078971938,1127.006,0.1123399,2105347.88,0.194874139,209.860968,13.2029549,0.658034929,,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.4056,0.0126,0.3925,51840.64,20559915.9,4074.63,93,34,50,22,44,30.53,0.030044481,Coal,['SUB'],1,"['NG', 'NG', 'NG', 'NG', 'NG']",0,0.897287946268879,26891912.11799596,24629941.94743012,29.349747,Passed,0.415290737280412,0.256187112275357,40.860905,-105.021207,Democrat,Democrat,30.517,4.407999999999998,0.0,8069,local solar,11.813313,renewables,0.4025013571667245,Electric Utility,Platte River Power Authority,Political Subdivision,100% non-carbon energy mix by 2030,2030.0,--,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
6768,Sikeston Power Station,,17177,0,,261.0,0.0,0.749,0.749,42.0,42,1713027.0,,0.0,MO,4792.267,-0.0014575,0.565469214,867.192,0.102325346,1777684.57,-0.1064956,209.759994,,,Yes,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,2.7879,0.0735,2.7834,252550.98,122871974.7,19609.83,14470,59,54,65,69,364.7798,0.445003739,Coal,['SUB'],1,0,1968000,0.999187922903796,4048734.32240748,8860146.930335475,29.471395,Passed,0.751978263380225,0.0787478294207267,36.8791,-89.6209,Republican,Republican,49.832,11.743,0.00248185185185185,29201,regional wind,8.886333,renewables,0.3015240031902121,Electric Utility,City of Sikeston - (MO),Municipal,,,,,
6772,Hugo,,20447,0,,446.0,0.0,0.214,0.214,41.0,41,834320.0,,0.0,OK,2570.314,0.059031093,0.49297982,911.786,0.174878283,1068496.62,-0.0390117,204.934988,8.7750106,0.841512583,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,0.5187,0.016,0.5244,57483.63,24943242.41,4647.1,563,50,42,64,67,7.83877,0.075491106,Coal,['SUB'],1,0,3040000,0.994240859594596,-2135272.694682367,-1484144.116859214,44.218639,None,0.13926152137152,0.419260864220978,34.0158,-95.3206,Republican,Republican,55.128,-0.0090000000000003,0.00335,40023,regional wind,28.862676,renewables,0.6527264667734347,Electric Utility,"Western Farmers Elec Coop, Inc",Cooperative,,,,,
6823,D B Wilson,,1692,0,,509.4,0.0,0.684,0.684,39.0,39,3053599.0,,0.0,KY,6403.843,-0.1052461,0.449470118,2006.864,0.140856888,2923594.03,-0.1773524,205.199933,22.4816847,0.788967302,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,3.5266,0.081,3.4627,297350.29,144193003.48,22747.53,454,24,7,55,43,19.9038,0.017183542,Coal,['BIT'],1,0,7000000,0.996131106667763,1906767.725029284,13367736.20750759,30.684812,None,0.713294641043891,0.208454594061024,37.4497,-87.0806,Democrat,Republican,58.732,0.8269999999999982,0.01055616438356157,21183,local solar,10.022998,renewables,0.3266436176959468,Electric Utility,Big Rivers Electric Corp,Cooperative,,,,,
7030,Major Oak Power,,56598,0,,349.2,0.0,0.764,0.764,32.5,32,2337748.0,,0.0,,,,,,,,,,,,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,1.3578,0.043,1.3825,156317.47,65516990.86,12730.95,217,27,30,39,57,415.6648,0.348490619,Coal,"['LIG', 'LIG']",2,0,0,0.998734396501208,26574477.89552725,42758528.39503911,28.35071,None,0.184801255632154,0.482872080083905,31.091925,-96.69503,Republican,Republican,53.366,11.618,,48395,regional wind,15.220129,renewables,0.5368517754934533,IPP Non-CHP,"Major Oak Power, LLC",,,,,,
